movie,sentence,score
그대가 조국,범죄자 미화도 잘 해주는 좋은 나라,1
안녕하세요,이런영화많이  만들어주세요  감사합니다  잘보았어요,10
더 길티,"보는 내내 대체 재잌이 새키 짜증내는데 저 새키는 미친놈인가 싶고, 일할게 아니라 치료나 좀 받았으면 좋겠다 싶었음. ",2
그대가 조국,윤석렬 말하는 것 보니 그의 생각을 똑똑히 알 수 있었다소름끼쳤다,10
해리 포터와 죽음의 성물 - 1부,"2부로 해서 감동이 금세 사그러들었어요. 하지만 스토리를 잘 표현하고, 연기가 좋아서 10점이 아니라 100점을 주고 싶네요. (^ .^)",10
해리 포터와 죽음의 성물 - 1부,"2부로 해서 감동이 금세 사그러들었어요. 하지만 스토리를 잘 표현하고, 연기가 좋아서 10점이 아니라 100점을 주고 싶네요. (^ .^)",10
그대가 조국,최악의 영화 안봐도 비디오,2
그대가 조국,진실은 언젠가 밝혀지게 될 것입니다.,10
범죄도시2,니 내 누군지 아니?ㅋㅋㅋㅋ,10
그대가 조국,나에게 억울한 일이 한 가지 발생했을 때에도 참 견디기 힘들정도로 마음이 요동치는데....조국 일가에 대한 공격은 참 잔인무도했다...보면서 견디기 힘들정도....하지만 기억해야 한다.,10
범죄도시2,진짜 너무 너무 재밌어요!! 우울한 요즘 빛한줄기인듯,10
그대가 조국,대한민국 국민이면 꼭 봐야되는 작품  입니다,10
그대가 조국,뭐 이런 엿같은 영화가 다 있음ㅋㅋㅋㅋ,1
그대가 조국,공상과학물인줄...,2
괴물의 아이,괴물의 아이라는 판타지적인 소재로 상당한 감동을 겸비한 영화,8
범죄도시2,10점들이 많은데 인상깊었던 그런 영화는 아니고 타임킬링 하기 좋은 오락영화,7
그대가 조국,그동안 정치에 무지해서 죄송합니다,10
프랑켄슈타인의 저주,반지의 제왕 사루만역의 크리스토퍼 리의 성공의 발판이 된작품,10
범죄도시2,액션과 유머가 적절히 어우러진 영화. 지루할 틈이 없었어요. 다음 편도 (있다면) 기대됩니다!! ,8
사랑이 뭘까,"사랑에도 갑을 관계가 존재한다. 갑이 나쁘다곤 할 수 없다, 그도 임자를 만나면 을이 되기 때문이다.",9
닥터 스트레인지: 대혼돈의 멀티버스,영화 내용은 좋은데 대혼돈의 멀티버스라서 그런지다 보고 나니 머릿속이 대혼돈이 오는 영화암튼good,10
범죄도시2,1편보다 더 박진감 넘치고 지루할 틈이 없네요. 속편이 더 재미있는 경우는 드문데 감독까지 바뀌어 걱정했는데 정말 재밌게 봤습니다. 3편에서는 장첸과 강해상이 동시 출연하면 재미 있겠네요. ,10
럭키,숨겨진 명작(?) 강추,10
범죄도시2,"뻔했는데, 재미있어죽겠는줄 ㅎ",10
범죄도시2,액션 하나만 믿고 보러가도 됨,10
범죄도시2,어머니 모시고 두번이나 봤네요특히 허동원배우님 사랑합니다.,10
범죄도시2,"펀치,대사하나하나 노력한데 보여짐 개꿀잼",10
범죄도시2,매우 재밌습니다. 일부 잔인할 수 있는 장면으로 이 영화의 대부분을 부인할 수 없을만큼 재밌습니다.,10
범죄도시2,범죄도시1도 너무 재밌었지만 범죄도시2도 너무 재밌네요!!! 시간 가는줄 모르고 봤습니다,10
범죄도시2,최고!! 손석구배우 연기스펙트럼이 참 넓은듯 하네용,10
그대가 조국,제정신이냐? 위조공장 위선자,2
그대가 조국,범죄자 미화 영화에 불과하다,2
그대가 조국,편향된 언론에 호도된 전국민이 반드시 봐야하는 영화입니다. 선진국된 한국사회에 어떻게 저런 일이 일어나고 있을수 있을까요? 전세계 민주주의 발전을 위해서라도 번역해서 전세계에 알렸으면 좋겠고 벌어진 일에 비해서 아주 일부만 다뤄졌을것 같아요. 못담은 부분은 2탄 3탄 계속 만들어져서 알렸으면 좋겠습니다. ,10
그대가 조국,공산당의 거짓 선동술을 부끄러워하지 않음.,1
턱시도,빻은 연출과 성희롱 대사가 남발하니까 미국 imdb 평점은 성냥팔이 소녀의 재림의 평점이랑 비슷하네 ,4
그대가 조국,최대한 많은 분들이 봐주셨으면 좋겠습니다!!!! 사실을 알아주셨으면 좋겠어요. ,10
그대가 조국,정말 괴롭다 그래도 희망을 가져본다,10
그대가 조국,사실에 근거하기보다는 감성의존,1
그대가 조국,최고의 다큐영화입니다~,10
레옹,개인적으로 과거미화 덕분에 감동은 확실한데 지금 냉정하게 보면 딱 세가지만 생각남.게리올드만 연기력 미쳤노엔딩곡 타이밍 오짐레옹 마틸다 잘됳으면 좋겠음,8
범죄도시2,연기 대박이네요 잔인한 부분도 많았긴했지만 재미는 부분도 많네요 완전강추!,10
스텔라,돈이 아깝다~~  보지마,2
그대가 조국,가슴아프고 대한민국의 현주소가 개탄스럽다,10
범죄도시2,2를 보고 3가 기대되는 영화는 정말 오랜만이다,10
그대가 조국,"영화를 보며 거짓 세력앞에 무력함느꼈습니다.하지만 우리에게는 &amp;#34;양심&amp;#34;이라는 안내자가 있기 때문에, 진실을 판별하고, 거짓을 이길 수 있습니다.",10
그대가 조국,"검찰과 언론, 사법부에 의해 도륙당한 일가족의 슬픈 이야기입니다.",10
그대가 조국,그래도 이렇게 진실을 찾아 애써주시는 분들이 있어 다행입니다. 특히 장교수님 힘내세요  조국가족 다음으로 안쓰럽고 애잔합니다 많은분들이 보시고 공감하길 ...,10
범죄도시2,영화보면서 잠안오기 쉽지 않은대 잠이 오지 않음 이건 기적이야 미라큘~한번 보세여 재밌어여,10
범죄도시2,진짜 말이 필요 없어요 버스씬에서 너무 놀랐어요 소름돋을정도로.... 너무 연기 잘함 ,10
범죄도시2,K-범죄영화 갬성..,1
범죄도시2,이터널스 보고 실망한 분이라면꼭보세요,10
그대가 조국,&amp;#34;검사가 수사권을 가지고 보복을 하면 그게 깡패지 검찰입니까?그런데 그 깡패들이 공화국을 만들었다. 무검유죄 유검무죄. 검찰의 칼날이 결국은 무고한 시민들에게 칼을 들이대고 망나니 춤을 추고 있다. 국민은 알아야한다. 대한민국 주권은 검찰이 아닌 국민에게 있다는 것을,10
범죄도시2,"딱 한국영화 수준. 레파토리 지겹지도 않나?특유의 권선징악 스토리, 뻔한 전개, 비속어 투성이 가벼운 오락영화 그 이상 그 이하도 아님.배우들은 죄가 없지. 연출력이 걍 발전없이 어느 시대에서 멈춰있음.",1
캐시트럭,연출 연기 음악 모두 가오가 지배한다. 볼만함,8
닥터 스트레인지: 대혼돈의 멀티버스,제목을 닥터스트레인지가 아니라 아메리카 차원을 걷는자라고 하는게 더 나았을듯,6
닥터 스트레인지: 대혼돈의 멀티버스,오랜만에 극장에서 영화를 보니 재미있어요. 역시 1편의 재미는 뛰어넘지 못했지만 베네딕트 컴버배치 팬이라 후회 노노~추천꾹!,9
그대가 조국,대한민국의 미래가 통탄스럽다 ㅠㅠ,10
아이 필 프리티,내자신을 아껴주면 내가 이뻐보일수밖에,8
지랄발광 17세,정말 너무 좋아하는 영화 네이딘의 성장통에 너무 공감하면서 봤다 영화의 시작부터 자살할 거라는 모습과 힘든 사람이 나뿐이라고 생각하면 특별한 사람이 된 것 같다고 울먹이는 듯 말하는 네이딘의 모습은 평생 못 잊을 것 같다 너무 나 같아서… ,9
조작된 도시,난잡하고 조잡하고 정신없고 어이없다,1
그대가 조국,검찰의 조작질에 희생당한 한가족의 이야기와 현재 그들의 내로남불식의 행태를 보고잇자니 울분이 터진다. 보는 내내 이 영화를 제작해주시고참여해주신분들에게 감사를 드리며 많이 이들이 봣으면 합니다 조국전장관님. 사랑합니다 언제나 지지자들이 함께함을 잊지마세요,10
닥터 스트레인지: 대혼돈의 멀티버스,2회차 봤습니다. 두번보니 더 재밌네요,10
그대가 조국,이것이 상식의 나라 인가요!,10
호텔 뭄바이,재밋게 봤습니다 시간 가는줄 모르고 봤네요,10
범죄도시2,즐거움 잔인함 범죄자 때려패는 재미,8
효자,예상보다 너무 재밌고 감동적이였어요,10
야차,스파이 영화라기엔 쪼이는 맛이 없지만5점 대 평점일 정도로 나쁘진 않음,7
이상한 나라의 수학자,너무 진부하고 평범한 영화,5
범죄도시2,박지환 손석구짱... 연기 미쳤어요 ,10
그대가 조국,감옥에 가셔야할분을 갖다가 영화를 만들다니.. 대한민국 민주주의 많이좋아졌네~,1
범죄도시2,마지막 술먹을때 장면 찐같아요 ,10
범죄도시2,보는 내내 감탄에 감탄을 했어요ㅋㅋㅋ 진짜 존잼,10
옛날 옛적 서부에서,"나에겐 보고 나서 금방 잊혀 지는 영화, 여운이 평생 가는 영화 두 가지 부류가 있다. 이영화는 후자가 될 것이다",10
씽2게더,용기란 무언지를 알려주는 기분 좋아지는 영화. 지난 1편에도 그랬지만 테린 애저튼 노래에 빠져들 수 밖에 없다,8
혼자 사는 사람들,젊은 남자가 혼자 살다 고독사? 놀고 앉았네 ㅋㅋㅋ 어디서 개수작을 부릴라고 해,1
범죄도시2,손석구 배우 짱...오랜만에 느껴지는 극장에서의 몰입감..좋았습니다,7
버닝,셋 다 너무 일반적이지 않은 캐릭터라서 그런 해프닝이 일어났다 라는 느낌이 들었음. 사람의 문제라기보다 상황의 문제로 봤다면 더 좋았을 거 같은데 유아인은 약간 히키코모리 같았고 스티븐 연은 약간 사이코패스같았고 전종서는 약간 4차원 같았음. 그런 셋이 모여서 문제가 생겼다 그 이상 이하도 아니게 느껴졌음.,7
범죄도시2,코로나 이후 영화관에서 본 첫번째 영화인데 그래서 그런지 더욱 재밌고 마동석님 진짜 너무 매력적!,10
도둑들,2 언제 나와 ㅠ 제발 나와줘 도둑들2 .... ㅠㅠ 기다리고 있어요,10
그대가 조국,우리를 위해 검찰 정상화 끝까지 이룹시다조국교수님 가족의 희생이 헛되지 않게아자아자 가즈아~!!!,10
범죄도시2,방금 보고 왔는데 또 보고싶을만큼 재밌어요,10
그대가 조국,카더라 또는 그럴거다 아니면 언론만 보고 조국가족을 비판하는 사람과 검찰과 사법부가 정의롭고 공정하다고 생각하는 사람들이 꼭 봐야 할 영화다얼마나 치졸한 짓을 하는 지 그리고 집단적 광기 앞에서 한 가족이 처참하게 무너지는 지 보게 될 것이다돈 명예 권력이 얼마나 중요하면 양심을 버라고 조작과 뻔뻔함으로 무장한 채 그럴 수 있는 지 도대체 내 상식으로는 이해할 수가 없네온 국민이 다 봤으면 좋겠다  ,10
그대가 조국,관종의 끝판왕이 궁금하면 봐라,2
범죄도시2,안녕하세요 강해상입니다 최고,10
그대가 조국,혼자 식사하시는 모습에 눈물이 났습니다.많이 보셨으면 좋겠습니다,10
범죄도시2,윤계상 배우 팬인데 솔직하게 장첸을 잊었습니다~많은 악역을 봤지만  실제처럼 공포를 느꼈습니다~마동석도 펀치강구력이 더 좋아지고  구씨 와 진짜 살벌하네요 ~~,10
그대가 조국,"부모님과 아내, 아이와 보러갔습니다.가장 보고싶어했던 어머니.그 다음으로 보고 싶었던건 나.아이는 3살인데 기억도 안나겠지만 생애 처음 극장에 간 거라 훗날 크면 뜻깊지않을까 생각합니다.도중에 집회가 나오는데 아내가 임신했던 몸으로 참석했던 기억이 새록새록 나더군요.영화는 국민 모두가 볼수 있게 되길 바라고, 꼭 봤으면 합니다.사법개혁이 이루어질 날을 기다립니다.조국 가족을 비롯한, 상처입은 사람들이 하루 빨리 웃을수 있는날이 오기를 바랍니다.",10
라스트 나잇 인 소호,흥미롭게 전개되다가 후반부로 갈수록 주인공 소리지르는거 밖에 기억안남 ,1
그대가 조국,"한동훈 자식/ 김건희는 주가조작, 20여개의 학/경력위조, 80프로 넘는 표절 논문, 아마존에 저작권자 허락없이 베낀 수학문제집 판매까지...자식들과 자신이 한 죄가 많은데 검찰 수사조차 안받는다....검찰 개혁이 왜 필요한지 절실히...느끼게만듦...",10
닥터 스트레인지: 대혼돈의 멀티버스,마블 팬이면 꼭 보아야 할 영화. 하지만 마블 팬이 아니라면...?,10
범죄도시2,1편은 에스르페소 같다면 2편은 가볍고 시원한 아아같은 느낌..크~~ 넘 좋았어요!,10
그대가 조국,울분과 분노 눈물  조국 장관님 응원합니다,10
극장판 엉덩이 탐정: 수플레 섬의 비밀,그냥 티비 시리즈 2개 붙여서 보여준거임기대는 안했어요~,2
피는 물보다 진하다,한 4류쯤 됩니다.,1
범죄도시2,손석구배우를 보러갔지만..분량의 반은 눈을 가리고 봤어요..너무 잔인해서..그래도 완전 재미있었어요! 1편 안 봐도 내용이 쉽게 이해가 돼서 좋았어요!,10
범죄도시2,시간 가는 줄 모르고 영화에 몰입할 수 있었고 시원한 액션연기에 막힌 가슴이 뻥 뚫리는 느낌이었다,10
무수단,볼만은 했는데.. 마지막 부분에서 다 망침.... ,8
범죄도시2,범죄자 역 맡으신 분 연기가 진짜 대박.. 엄청 분노할 때 입이 막 떨리는데 연기가 아니라 진짜 범죄자가 자기 뜻대로 일이 안 풀릴 때 화내는 것 같아 보였어요. 마동석은 말할 것도 없이 최고였고ㅎㅎ 솔직히 마동석 때문에 본 건데 다른 분들의 매력까지 느끼게 된 것 같아요. 코믹도 겸비되어있고 사운드가 진짜 대박이니까 꼭 극장가서 보고 오세요!!,10
